ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.44788,0.70619,12.44531,0.11465,1.53741,9.68471,-0.61043,-0.10621,-0.21017,-36.341,13.668,-0.905,68.8,-10.589,-0.15,5.0,40.0939,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2308,2021-01-13 15:18:18:353
0.80714,-0.65182,11.25735,-0.0273,1.18222,9.73509,-0.42646,0.1581,-0.12532,-34.161,12.873,-3.258,68.508,-9.02,-0.678,5.0,40.0939,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2409,2021-01-13 15:18:18:454
1.39873,0.10502,10.77354,0.01323,0.36593,9.79981,-0.09265,0.07203,0.04767,-35.017,13.319,-2.24,69.408,-5.076,-0.358,5.0,40.0939,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2509,2021-01-13 15:18:18:554
0.42153,-0.06742,10.85258,0.0689,0.46294,9.79548,0.09792,-0.04675,-0.2683,-34.806,10.376,-2.137,73.912,-2.448,-0.494,5.0,39.1969,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2609,2021-01-13 15:18:18:654
-0.0503,1.384,7.2432,0.00749,0.6899,9.78235,0.74314,0.0168,-0.26154,-33.565,7.982,-2.639,76.521,-2.706,-0.403,5.0,39.1969,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2709,2021-01-13 15:18:18:754
-0.07664,2.18635,5.20498,-0.13037,1.53939,9.6842,0.65551,0.2129,-0.05555,-34.672,6.949,-4.77,77.876,-6.54,0.06,5.0,39.1969,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2809,2021-01-13 15:18:18:854
1.1185,1.41753,9.56642,-0.27156,1.36801,9.70697,-0.3713,-0.06952,0.23046,-32.891,4.734,-3.734,80.696,-9.152,1.635,5.0,39.0992,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,2909,2021-01-13 15:18:18:954
0.80235,0.93133,12.14593,-0.14757,1.03187,9.7511,-0.68031,-0.00368,0.14606,-33.865,7.51,-5.857,75.826,-8.019,1.603,5.0,39.0992,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3009,2021-01-13 15:18:19:054
0.1964,-0.29974,13.71949,0.11487,0.38502,9.79842,-0.40005,-0.32872,-0.17906,-33.131,7.516,-5.226,75.897,-4.436,1.103,5.0,39.0992,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3109,2021-01-13 15:18:19:154
-0.42393,-0.93684,11.72439,0.44394,0.57418,9.77976,0.41625,-0.29762,-0.16312,-32.404,5.74,-4.59,79.072,-1.495,-1.523,5.0,40.3576,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3210,2021-01-13 15:18:19:255
0.12933,-0.23508,7.93537,0.41217,0.80604,9.76477,0.85969,0.17814,0.05485,-33.146,3.633,-2.793,82.613,-3.357,-2.599,5.0,40.3576,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3309,2021-01-13 15:18:19:354
-0.11017,2.23186,4.8098,0.20807,1.82635,9.63284,0.95197,0.18267,0.10391,-33.793,3.046,-2.725,84.098,-7.478,-1.796,5.0,40.3576,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3410,2021-01-13 15:18:19:455
-0.23472,2.33484,8.01681,0.06415,2.02033,9.59607,-0.42857,0.06851,0.08459,-31.1,2.475,-3.602,84.62,-12.749,-0.68,5.0,40.3576,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3509,2021-01-13 15:18:19:554
-0.40477,0.99599,12.304,0.15317,1.82135,9.63481,-0.456,-0.37664,-0.13622,-31.612,1.632,-3.289,85.318,-11.889,-0.383,5.0,40.0484,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3609,2021-01-13 15:18:19:654
0.58919,0.13377,13.79853,0.25924,0.84354,9.76686,-0.68037,0.10619,0.03502,-32.543,1.701,-5.965,84.813,-8.012,-1.98,5.0,40.0484,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3709,2021-01-13 15:18:19:754
0.85983,0.26789,10.12927,0.26769,0.44062,9.79309,-0.23178,-0.05428,-0.04954,-32.286,2.373,-4.927,85.952,-2.506,-1.539,5.0,40.0484,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3809,2021-01-13 15:18:19:854
0.40956,0.24154,8.77605,0.26024,1.12623,9.73829,0.54731,0.12464,-0.29947,-32.683,1.691,-6.071,85.978,-2.575,-1.566,5.0,40.4,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,3909,2021-01-13 15:18:19:954
-0.20358,2.02109,5.92351,0.00226,1.64783,9.66721,0.45396,0.25826,-0.18094,-31.033,-0.963,-3.571,90.604,-8.391,-1.006,5.0,40.4,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4009,2021-01-13 15:18:20:054
-0.01916,2.55998,6.03847,-0.18654,2.04429,9.58939,-0.16804,0.26703,0.04241,-31.506,-1.602,-4.618,91.745,-11.849,0.393,5.0,40.4,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4110,2021-01-13 15:18:20:155
0.45267,2.04983,8.33056,-0.29836,1.80467,9.63455,-0.57668,0.1023,0.14888,-30.881,-2.291,-5.484,91.915,-12.032,1.114,5.0,38.6254,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4209,2021-01-13 15:18:20:254
-0.52692,1.16126,12.77344,-0.0699,0.91074,9.76402,-0.91537,0.00317,0.16673,-30.171,-2.338,-4.173,92.836,-8.618,1.434,5.0,38.6254,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4309,2021-01-13 15:18:20:354
0.57721,-0.99192,14.27276,-0.0708,0.14184,9.80537,-0.59292,0.00793,0.29655,-30.115,0.281,-6.542,89.397,-2.755,0.773,5.0,38.6254,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4409,2021-01-13 15:18:20:454
-0.54129,-0.95839,11.80343,0.16154,-0.16773,9.80389,0.5882,-0.08416,0.24699,-32.461,-0.568,-5.498,91.665,-0.829,0.414,5.0,40.4659,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4509,2021-01-13 15:18:20:554
-0.40716,-0.07221,7.86831,0.35234,0.82523,9.76551,1.13912,-0.23903,0.12507,-31.675,-3.051,-4.203,95.246,-0.86,-1.153,5.0,40.4659,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4609,2021-01-13 15:18:20:654
-0.05988,1.18281,6.58934,0.2504,1.58972,9.6737,0.67629,0.06045,0.44617,-31.186,-1.403,-4.633,90.475,-7.147,-1.702,5.0,40.4659,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4709,2021-01-13 15:18:20:754
0.57961,2.1624,7.22883,0.20879,1.94213,9.61015,0.34221,0.18601,0.33952,-32.329,-1.239,-3.77,90.091,-11.422,-1.245,5.0,40.4659,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4809,2021-01-13 15:18:20:854
0.23472,1.99953,10.29453,0.04293,1.56072,9.68156,-0.46445,0.00822,-0.2211,-32.016,-0.544,-3.921,90.237,-10.97,-0.835,5.0,40.678,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,4909,2021-01-13 15:18:20:954
0.25148,1.74805,13.07282,0.11406,1.21219,9.73078,-0.27952,-0.15951,-0.4327,-31.48,-2.379,-4.221,92.581,-7.856,-0.528,5.0,40.678,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5009,2021-01-13 15:18:21:054
1.18556,-0.73086,15.17091,0.25921,0.97595,9.75452,-0.35745,-0.02546,-0.36085,-30.473,-1.864,-3.967,92.766,-7.1,-0.672,5.0,40.678,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5109,2021-01-13 15:18:21:154
0.65146,0.34214,8.64432,0.37443,1.24891,9.71959,0.90661,-0.21778,-0.51861,-31.473,-4.529,-1.786,98.779,-4.159,-1.671,5.0,40.4871,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5209,2021-01-13 15:18:21:254
-0.41914,1.80314,6.1223,0.13382,1.97761,9.60425,0.84256,0.21022,-0.29871,-33.147,-7.335,-3.072,100.783,-9.184,-1.829,5.0,40.4871,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5309,2021-01-13 15:18:21:354
-0.15329,2.03546,5.89237,0.02358,2.49849,9.48301,0.52412,0.05539,-0.13679,-31.562,-8.378,-0.883,103.125,-14.76,-0.142,5.0,40.4871,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5409,2021-01-13 15:18:21:454
-0.50297,1.73368,9.27422,-0.06516,1.83013,9.63415,-0.99688,-2.7E-4,0.22086,-31.486,-6.918,-0.619,101.947,-14.377,0.204,5.0,39.4271,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5509,2021-01-13 15:18:21:554
-0.44309,1.47501,12.96265,-0.08909,0.91183,9.76376,-0.74188,0.09295,0.52882,-32.201,-6.344,-4.49,99.618,-7.787,0.312,5.0,39.4271,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5609,2021-01-13 15:18:21:654
0.26346,-0.1728,15.1757,-0.15706,0.64936,9.78387,-0.44535,-0.05139,0.54191,-31.675,-5.037,-4.349,98.23,-5.335,0.523,5.0,39.4271,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5709,2021-01-13 15:18:21:754
-0.37603,0.45471,9.21195,-0.05577,0.60011,9.78811,0.594,-0.07336,0.46717,-33.178,-3.044,-4.593,94.874,-2.217,0.647,5.0,40.9476,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5809,2021-01-13 15:18:21:854
-0.31376,0.30621,7.69108,0.26091,1.73176,9.64901,0.51809,0.00515,-0.11731,-33.179,-3.066,-4.291,94.077,-7.873,-0.975,5.0,40.9476,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,5909,2021-01-13 15:18:21:954
-0.55566,1.70015,5.89956,0.12169,1.90298,9.61947,0.32836,0.25655,0.00203,-33.477,-5.687,-2.455,99.33,-11.189,-0.725,5.0,40.9476,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6009,2021-01-13 15:18:22:054
0.43111,2.04025,7.14739,-0.05483,2.14237,9.56962,-0.25847,-0.03821,-0.02319,-32.975,-5.189,-3.609,96.984,-12.383,0.142,5.0,40.9476,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6109,2021-01-13 15:18:22:154
-0.69218,2.27497,9.02514,0.09593,1.67212,9.66257,-0.49405,-0.24585,-0.29019,-33.331,-5.391,-2.968,97.441,-11.585,0.129,5.0,39.7379,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6209,2021-01-13 15:18:22:254
0.46704,0.78283,12.70877,0.13256,1.22114,9.72942,-0.8712,0.01817,-0.02244,-33.373,-4.705,-4.274,97.62,-7.153,-0.781,5.0,39.7379,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6309,2021-01-13 15:18:22:354
0.70415,-1.59788,15.36731,0.12082,0.065,9.80569,-1.08863,0.08513,0.04588,-34.479,-5.302,-5.22,97.693,-4.282,-0.614,5.0,39.7379,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6409,2021-01-13 15:18:22:454
0.70894,-0.42668,10.05023,0.15194,0.71686,9.77923,0.74241,-0.13217,-0.27864,-34.999,-5.116,-5.936,97.989,-0.826,0.192,5.0,40.7491,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6509,2021-01-13 15:18:22:554
0.12933,0.95528,6.56539,-0.00789,0.96796,9.75876,0.64844,0.33544,-0.13948,-36.032,-8.017,-5.485,101.722,-5.665,0.046,5.0,40.7491,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6610,2021-01-13 15:18:22:655
-0.46704,2.22707,6.24445,-0.18531,1.92235,9.61461,0.21541,0.1368,-0.08204,-32.881,-9.915,-6.131,105.303,-8.694,0.864,5.0,40.7491,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6709,2021-01-13 15:18:22:754
0.0958,1.75763,6.79532,-0.33566,1.80416,9.63342,-0.26153,0.12678,0.08689,-33.362,-9.331,-2.703,104.305,-11.345,1.765,5.0,39.477,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6810,2021-01-13 15:18:22:855
0.23472,1.82948,12.0118,-0.2156,1.59313,9.67398,-0.88067,0.09395,0.46748,-34.017,-8.788,-5.405,103.413,-10.601,1.996,5.0,39.477,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,6910,2021-01-13 15:18:22:955
-0.79996,-0.1752,16.12415,-0.33002,0.58724,9.78349,-0.92669,0.1383,0.16587,-36.288,-6.795,-6.456,99.998,-6.478,1.261,5.0,39.477,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7009,2021-01-13 15:18:23:054
-0.0958,-0.09137,10.71367,-0.0339,0.46445,9.79559,0.57026,-0.05062,0.20926,-36.699,-7.6,-6.72,101.697,-2.715,0.198,5.0,41.1047,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7115,2021-01-13 15:18:23:160
-0.79756,0.38525,8.65869,0.02056,1.03062,9.75232,0.9842,-0.22317,-0.04773,-36.733,-8.317,-4.927,101.346,-6.033,-0.121,5.0,41.1047,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7209,2021-01-13 15:18:23:254
-0.4407,1.22592,6.16062,-0.00701,1.76944,9.64569,0.36159,0.14967,-0.0206,-36.668,-10.376,-2.535,104.24,-8.736,-0.453,5.0,41.1047,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7309,2021-01-13 15:18:23:354
-1.05384,2.61028,5.00619,-0.22785,2.09105,9.57841,0.26472,0.18161,-0.06753,-36.375,-10.707,-2.77,105.929,-11.407,0.767,5.0,41.1047,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7410,2021-01-13 15:18:23:455
-0.24669,1.86301,8.26829,-0.23583,1.92924,9.61212,-0.8114,-0.19157,-0.27802,-37.876,-12.379,-3.916,106.199,-12.312,1.363,5.0,40.3779,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7509,2021-01-13 15:18:23:554
-0.65625,1.45585,12.68003,-0.08799,1.08754,9.74576,-0.63928,-0.15032,-0.30771,-36.921,-12.698,-4.066,108.122,-11.346,1.405,5.0,40.3779,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7609,2021-01-13 15:18:23:654
0.5365,0.18646,14.01648,0.05021,0.57109,9.78988,-0.36599,-0.28501,-0.08754,-37.637,-11.444,-3.227,105.791,-4.496,0.403,5.0,40.3779,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7708,2021-01-13 15:18:23:753
0.27064,-0.24466,10.17477,0.19858,0.36377,9.79789,0.14114,-0.1185,-0.19175,-36.687,-13.832,-1.868,110.599,-2.126,-1.161,5.0,40.3285,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7809,2021-01-13 15:18:23:854
0.74726,0.56728,8.71138,0.24971,1.12671,9.73851,0.45442,0.30184,-0.19135,-36.474,-16.629,-0.19,115.121,-4.45,-1.535,5.0,40.3285,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,7909,2021-01-13 15:18:23:954
-0.4886,2.07618,5.49,-0.1381,1.77703,9.64331,0.66442,0.26629,-0.33495,-38.277,-17.382,-0.582,113.682,-8.113,-0.263,5.0,40.3285,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8010,2021-01-13 15:18:24:055
-0.56284,2.05941,6.19894,-0.33421,1.97957,9.59896,-0.35881,0.22594,0.09336,-35.379,-17.113,-0.689,115.491,-11.646,1.994,5.0,39.9856,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8109,2021-01-13 15:18:24:154
0.08862,1.99474,9.54966,-0.37203,1.53927,9.67794,-0.47332,-0.16139,0.26088,-38.383,-17.58,-2.61,114.651,-10.594,2.812,5.0,39.9856,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8209,2021-01-13 15:18:24:254
-0.16766,1.59955,14.27994,-0.15168,0.74799,9.77691,-1.00564,0.02694,0.40263,-38.664,-16.706,-1.228,113.356,-7.308,1.294,5.0,39.9856,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8309,2021-01-13 15:18:24:354
0.00958,-1.18832,16.04033,-0.20178,0.22835,9.80191,-0.77105,-0.09417,0.36697,-43.947,-15.184,-3.836,108.707,-1.334,1.179,5.0,41.383,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8409,2021-01-13 15:18:24:454
-0.9724,-0.03389,8.87664,0.07209,0.4818,9.79454,1.46997,-0.24411,0.18516,-45.066,-16.049,-2.747,109.592,0.439,0.243,5.0,41.383,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8509,2021-01-13 15:18:24:554
-0.29699,0.49542,7.66713,0.16402,1.55501,9.68119,0.66133,0.02096,0.22762,-47.279,-14.688,0.216,107.43,-7.391,-1.158,5.0,41.383,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8609,2021-01-13 15:18:24:654
-0.46704,1.75044,5.67202,0.09838,1.90245,9.61984,0.46554,0.27082,0.15541,-47.215,-14.511,2.138,107.705,-11.186,-0.586,5.0,41.383,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8709,2021-01-13 15:18:24:754
0.17724,2.10731,6.79532,-0.16041,2.28786,9.53469,0.10531,0.17342,0.09931,-49.103,-13.014,1.332,104.794,-12.849,0.224,5.0,41.0935,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8809,2021-01-13 15:18:24:854
-0.06227,1.8678,10.93162,-0.0742,1.54827,9.68337,-0.99325,-0.11919,-0.28046,-51.119,-12.711,1.412,104.345,-12.423,0.667,5.0,41.0935,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,8909,2021-01-13 15:18:24:954
0.11736,0.80678,14.06199,0.00582,1.04182,9.75115,-0.72569,-0.23894,-0.28622,-52.883,-13.481,0.588,103.811,-6.098,-0.034,5.0,41.0935,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9010,2021-01-13 15:18:25:055
0.6826,-0.92246,15.15175,0.28354,0.40095,9.79435,-0.09467,0.06694,-0.17633,-54.053,-12.815,1.797,103.578,-4.175,-0.914,5.0,41.0597,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9109,2021-01-13 15:18:25:154
0.91732,0.56967,8.94849,0.29493,1.21835,9.7262,1.1741,-0.1094,-0.24284,-56.998,-11.91,0.42,101.814,-3.036,-1.209,5.0,41.0597,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9210,2021-01-13 15:18:25:255
0.09341,1.29059,6.9031,0.22023,1.71283,9.6534,0.86653,0.07921,-0.44613,-55.711,-12.597,4.241,103.319,-10.059,-1.307,5.0,41.0597,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9310,2021-01-13 15:18:25:355
-0.32334,2.51927,5.7319,0.05515,2.61465,9.45151,0.62417,0.05725,-0.24765,-55.56,-11.693,3.622,102.498,-12.994,-0.768,5.0,41.2374,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9409,2021-01-13 15:18:25:454
0.2898,2.16958,7.49707,-0.0575,2.2771,9.53844,-0.50979,0.03779,0.27264,-56.68,-10.235,1.872,100.132,-15.552,0.058,5.0,41.2374,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9509,2021-01-13 15:18:25:554
1.48016,2.55998,9.57121,0.06621,2.08432,9.58236,-0.43084,-0.09121,0.35695,-59.965,-7.124,0.746,96.62,-12.271,-0.396,5.0,41.2374,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9608,2021-01-13 15:18:25:653
0.64428,2.46178,13.69554,0.01889,1.17242,9.7363,-1.09106,0.17601,0.11331,-60.613,-3.76,-0.388,93.58,-10.399,-0.612,5.0,40.5191,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9708,2021-01-13 15:18:25:753
0.41435,-0.20634,15.1757,0.10773,0.25074,9.80285,-0.71382,-0.17262,-0.08516,-61.761,2.05,-1.469,88.1,-3.412,-0.011,5.0,40.5191,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9810,2021-01-13 15:18:25:855
-0.50057,-0.00275,8.83592,0.21155,0.97725,9.75554,1.16341,-0.3991,-0.22645,-59.473,4.214,-0.043,86.017,-5.719,-1.242,5.0,40.5191,22.9999,120.21971,42.6,NaN,,21.6,,0 / 0,9910,2021-01-13 15:18:25:955
