ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.95085,0.00922,9.20956,-0.27205,0.74777,9.77432,0.06003,0.13486,1.45607,-28.946,3.773,-9.358,81.035,-4.373,1.594,5.0,45.8457,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,8,2021-01-14 15:37:43:048
-0.28981,0.10263,9.36524,-0.34133,0.80687,9.76744,-0.06236,0.19583,1.79295,-27.058,8.126,-10.086,72.259,-4.788,1.813,5.0,45.8457,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,107,2021-01-14 15:37:43:147
0.41435,0.04994,9.77959,-0.38335,0.75536,9.77,-0.17611,0.20501,1.67497,-26.096,12.932,-10.23,62.63,-4.418,2.247,5.0,45.8457,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,208,2021-01-14 15:37:43:248
0.79996,0.21759,9.72211,-0.46735,0.5046,9.7825,-0.23287,0.1696,1.21301,-23.172,17.197,-11.305,53.077,-3.71,2.391,5.0,45.8457,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,308,2021-01-14 15:37:43:348
0.78798,1.68338,10.68972,-0.50357,0.32744,9.78824,-0.21142,0.11047,0.97758,-21.919,18.458,-11.645,50.906,-1.913,2.945,5.0,45.3788,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,408,2021-01-14 15:37:43:448
0.35687,2.16719,11.3771,-0.45732,0.32403,9.79062,0.06869,-0.07691,0.40442,-21.566,19.732,-11.714,47.981,-1.913,2.945,5.0,45.3788,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,508,2021-01-14 15:37:43:548
0.88857,2.56956,9.34608,-0.25362,0.68347,9.77952,0.37969,-0.18154,0.15419,-19.785,20.757,-13.55,42.923,-3.996,1.486,5.0,45.3788,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,607,2021-01-14 15:37:43:647
0.45506,2.82105,5.04691,-0.32227,1.62127,9.66633,0.83199,0.14427,-0.18861,-19.897,20.054,-15.746,43.343,-6.447,1.447,5.0,46.1179,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,707,2021-01-14 15:37:43:747
-0.80714,1.86062,6.54623,-0.42057,1.91926,9.60781,0.28624,0.05161,-0.48078,-19.572,17.812,-16.254,45.099,-11.286,2.506,5.0,46.1179,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,807,2021-01-14 15:37:43:847
-1.31011,1.21395,9.26943,-0.3262,1.52409,9.682,-0.56283,-0.2287,-0.30165,-20.844,17.967,-16.6,46.33,-10.797,2.368,5.0,46.1179,22.999899,120.21971,42.6,NaN,,20.4,,0 / 0,907,2021-01-14 15:37:43:947
